test_id,iphone_device_id,test_date,client_ip_address,download_kbps,upload_kbps,latency,server_name,server_country,server_country_code,server_latitude,server_longitude,server_sponsor_name,client_country,client_country_code,client_region_name,client_region_code,client_city,client_latitude,client_longitude,miles_between,pre_connection_type,post_connection_type,isp_name,is_isp,network_operator_name,iso_country_code,mcc,mnc,model,version,location_type,gmaps_formatted_address,gmaps_name,gmaps_type,gmaps_country,gmaps_country_code,gmaps_region,gmaps_subregion,gmaps_subsubregion,gmaps_postal_code,client_ipv6_address
2766395386,147203125,"2018-08-01 00:01:42","46.211.xxx.xxx",231,1852,97,"Sumy","Ukraine","UA",50.9167,34.7500,"PP Chereda","Ukraine","UA","Sums'ka oblast","59","Romny",50.754,33.473,56.8642,6,6,"Kyivstar PJSC","1","KYIVSTAR","UA","255","3","iPhone 7","11.4.1",1,"Romny, Sums'ka oblast, Ukraine","Romny","locality","Ukraine","UA","Sums'ka oblast","Romens'ka city council","","42000",""
2766395387,134917688,"2018-08-01 00:01:42","47.30.xxx.xxx",892,179,1210,"New Delhi","India","IN",28.6100,77.2300,"Tripleplay Broadband Pvt Ltd","India","IN","Delhi","DL","Janta Colony",28.642,77.135,6.16717,12,12,"Jio","1","Jio","IN","405","870","iPhone10,3","12.0",1,"","","","","","","","","",""
2766395388,147330164,"2018-08-01 00:01:42","126.199.xxx.xxx",48629,8513,61,"Sakai, Osaka","JP","JP",34.5733,135.4831,"tdlabs","Japan","JP","Fukuoka Prefecture","40","Fukuoka",33.594,130.421,297.727,12,12,"Softbank BB","1","ソフトバンク","JP","440","20","iPhone 7 Plus","11.4.1",1,"Fukuoka, Fukuoka Prefecture, Japan","Fukuoka","locality","Japan","JP","Fukuoka Prefecture","","","812-0011",""
2766395389,147003934,"2018-08-01 00:01:42","172.56.xxx.xxx",19,1032,359,"Shah Alam","Malaysia","MY",3.0833,101.5333,"TIME dotcom Bhd.","Malaysia","MY","Selangor","10","Shah Alam",3.093,101.514,1.46523,12,12,"T-MOBILE USA","1","T-Mobile","US","310","260","iPhone SE","9.3.2",1,"Shah Alam, Selangor, Malaysia","Shah Alam","locality","Malaysia","MY","Selangor","Petaling","","40000",""
2766395400,147094485,"2018-08-01 00:01:43","217.118.xxx.xxx",24044,7882,56,"Krasnodar","Russia","RU",45.0333,38.9667,"Beeline","Russia","RU","Krasnodar Krai","KDA","Krasnodar",45.044,38.976,0.916261,12,12,"VimpelCom","1","Beeline","RU","250","99","iPhone5S","11.2.6",2,"Krasnodar, Krasnodar Krai, Russia","Krasnodar","locality","Russia","RU","Krasnodar Krai","gorod Krasnodar","","350020",""
2766395415,101843900,"2018-08-01 00:01:45","213.205.xxx.xxx",44562,5969,35,"Newport","Wales","GB",51.5833,-3.0000,"Hub Network Services Ltd","United Kingdom","GB","Bridgend","BGE","Bryncethin",51.548,-3.565,24.4163,12,12,"EE Mobile","1","EE","GB","234","30","iPhone 7","11.4.1",1,"Bridgend CF32, UK","Bryncethin","locality","United Kingdom","GB","Wales","Bridgend","Saint Bride's Minor","CF32",""
2766395417,145891522,"2018-08-01 00:01:45","1.128.xxx.xxx",163054,38812,21,"Brisbane","Australia","AU",-27.4728,153.0278,"Telstra","Australia","AU","Queensland","QLD","Banksia Beach",-27.033,153.124,30.9831,12,12,"Telstra Internet","1","Telstra","AU","505","1","iPhone10,2","11.4",1,"White Patch QLD, Australia","White Patch","locality","Australia","AU","Queensland","Moreton Bay Regional","","4507",""
2766395426,100204108,"2018-08-01 00:01:46","176.200.xxx.xxx",122303,36372,44,"Arezzo","Italy","IT",43.4667,11.8833,"IVO by D.t.s. S.r.l.","Italy","IT","Emilia-Romagna","45","Rimini",44.041,12.576,52.7227,12,12,"Telecom Italia Mobile","1","TIM","IT","222","1","iPhone 7","11.4.1",1,"Rimini RN, Italy","Rimini","locality","Italy","IT","Emilia-Romagna","Province of Rimini","Rimini","47924",""
2766395433,147322396,"2018-08-01 00:01:46","1.126.xxx.xxx",38003,9299,20,"Perth","Australia","AU",-31.9554,115.8585,"Internode","Australia","AU","Western Australia","WA","Perth",-31.967,115.862,0.856465,12,12,"Telstra Internet","1","Telstra","AU","505","1","iPhone10,1","11.4.1",2,"Perth Outskirts WA, Australia","Perth Outskirts","locality","Australia","AU","Western Australia","","","",""
2766395437,127705976,"2018-08-01 00:01:46","157.49.xxx.xxx",57,349,76,"Mysore","India","IN",12.3000,76.6500,"ANT DATA LABS","India","IN","Karnataka","KA","Balugodu",12.195,75.804,57.5992,12,12,"Jio","1","Jio","IN","405","861","iPad mini 4","12.0",1,"Virajpet, Karnataka 571218, India","Virajpet","locality","India","IN","Karnataka","Kodagu","","571218",""
2766395439,100087694,"2018-08-01 00:01:46","94.235.xxx.xxx",21489,3764,23,"Adana, ADA","Turkey","TR",37.0000,35.3213,"BaseFIX Telecom","Turkey","TR","Osmaniye","80","Osmaniye",37.065,36.232,50.5302,6,6,"Turk Telekom","1","Turk Telekom","TR","286","3","iPhone 6S","11.4.1",1,"Osmaniye, Osmaniye Merkez/Osmaniye, Turkey","Osmaniye","locality","Turkey","TR","Osmaniye","Osmaniye Merkez","","80010",""
2766395440,112453144,"2018-08-01 00:01:46","106.77.xxx.xxx",1699,872,124,"Pune","India","IN",18.5203,73.8567,"Sheng Li Telecom","India","IN","Maharashtra","MH","Pune",18.533,73.866,1.11309,6,6,"Idea Cellular","1","Carrier","IN","404","22","iPhone 7","11.4.1",2,"Pune, Maharashtra 411001, India","Pune","locality","India","IN","Maharashtra","Pune","","411001",""
2766395441,121159473,"2018-08-01 00:01:46","39.10.xxx.xxx",20983,5577,18,"Taoyuan","Taiwan","TW",25.0764,121.2239,"SEEDNET","Taiwan","TW","Taoyuan City","TAO","Baiyu",25.052,121.116,6.95523,12,12,"Far EasTone Telecommunication Co.","1","遠傳電信","TW","466","1","iPhone 6S Plus","11.4.1",1,"Taoyuan, Taoyuan District, Taoyuan City, Taiwan","Taoyuan","locality","Taiwan","TW","Taoyuan City","Taoyuan District","南門里","328",""
2766395445,131231642,"2018-08-01 00:01:47","166.216.xxx.xxx",8977,936,39,"Sacramento, CA","United States","US",38.5556,-121.4689,"Comcast","United States","US","California","CA","Sacramento",38.676,-121.519,8.82912,12,12,"AT&T Wireless","1","AT&T","US","310","410","iPhone10,6","11.4.1",1,"Sacramento, CA, USA","Sacramento","locality","United States","US","California","Sacramento County","","95835",""
2766395450,126857274,"2018-08-01 00:01:47","5.90.xxx.xxx",90726,39149,59,"Bologna","Italy","IT",44.5000,11.3500,"LepidaSpA","Italy","IT","Emilia-Romagna","45","Bologna",44.499,11.352,0.114975,12,12,"Vodafone Italia","1","Vodafone IT","IT","222","10","iPhone10,6","11.4.1",1,"Bologna, Italy","Bologna","locality","Italy","IT","Emilia-Romagna","Metropolitan City of Bologna","Bologna","40126",""
2766395452,138642504,"2018-08-01 00:01:48","27.246.xxx.xxx",23531,13302,38,"Kaohsiung","Taiwan","TW",22.6333,120.2667,"Taiwan Mobile","Taiwan","TW","Kaohsiung City","KHH","Gangshan",22.804,120.223,12.1422,12,12,"Far EastTone Telecommunication Co.","1","遠傳電信","TW","466","1","iPhone10,4","11.4",1,"Kaohsiung City, Taiwan","Kaohsiung City","administrative_area_level_1","Taiwan","TW","Kaohsiung City","","","828",""
2766395453,100545186,"2018-08-01 00:01:48","213.205.xxx.xxx",17617,24477,39,"Leeds","United Kingdom","GB",53.8100,-1.5500,"aql","United Kingdom","GB","Metropolitan Borough of Kirklees","KIR","Mirfield",53.684,-1.722,11.1716,12,12,"EE Mobile","1","EE","GB","234","30","iPhone 7","11.4.1",1,"West Yorkshire WF14, UK","Mirfield","locality","United Kingdom","GB","England","West Yorkshire","Metropolitan Borough of Kirklees","WF14",""
2766395455,146304480,"2018-08-01 00:01:48","185.229.xxx.xxx",7784,4297,19,"Donetsk","Ukraine","UA",48.0028,37.8053,"Data Internet Ltd.","Ukraine","UA","Donetsk Oblast","14","Donetsk",47.989,37.915,5.19513,12,12,"Prima-Yug Service LLC","1","Carrier","UA","255","99","iPhone 7 Plus","11.4.1",1,"Donetsk, Donetsk Oblast, Ukraine","Donetsk","locality","Ukraine","UA","Donetsk Oblast","Donets'ka city council","","86100",""
2766395457,133266515,"2018-08-01 00:01:48","103.251.xxx.xxx",966,31789,331,"Beijing","China","CN",39.9139,116.3917,"Beijing Broadband Network","China","CN","Beijing","BJ","Beijing",39.915,116.580,9.99612,12,12,"China Unicom Liaoning","1","中国联通","CN","460","1","iPhone10,2","11.4.1",1,"Beijing, Beijing, China","Beijing","locality","China","CN","Beijing","","","100121",""
2766395460,105972734,"2018-08-01 00:01:48","37.160.xxx.xxx",30828,27449,73,"Milano","Italy","IT",45.4654,9.1859,"SIPORTAL SRL","Italy","IT","Lombardy","25","Milan",45.459,9.129,2.74632,1,0,"Free Mobile SAS","1","Carrier","IT","222","50","iPhone5","10.3.3",1,"Milan, Italy","Milan","locality","Italy","IT","Lombardy","Metropolitan City of Milan","Milan","20147",""
2766395462,147320484,"2018-08-01 00:01:48","223.24.xxx.xxx",124,8354,23,"Bangkok","Thailand","TH",13.7500,100.4833,"AIS","Thailand","TH","Unknown","??","Unknown",13.750,100.466,1.11543,12,12,"True Internet","1","TRUE-H","TH","520","0","iPhone 6","11.4.1",2,"Thailand","Thailand","country","Thailand","TH","","","","",""
2766395464,108526479,"2018-08-01 00:01:48","37.121.xxx.xxx",2439,360,45,"Dammam","Saudi Arabia","SA",26.2833,50.2000,"Mobily","Saudi Arabia","SA","Eastern Province","04","Al Hufuf",25.340,49.579,75.7996,6,6,"Mobily","1","Mobily","SA","420","3","iPhone 6S","11.4.1",1,"Al Hofuf Saudi Arabia","Al Hofuf","locality","Saudi Arabia","SA","Eastern Province","Al Ahsa","","36362",""
2766395472,143508215,"2018-08-01 00:01:49","217.118.xxx.xxx",15341,2429,87,"Novosibirsk","Russian Federation","RU",55.0000,82.0000,"JSC Zap-Sib TransTeleCom","Russia","RU","Novosibirsk Oblast","NVS","Novosibirsk",55.041,82.934,37.1615,12,12,"VimpelCom","1","Beeline","RU","250","99","iPhone10,6","11.4.1",2,"Novosibirsk, Novosibirsk Oblast, Russia","Novosibirsk","locality","Russia","RU","Novosibirsk Oblast","gorod Novosibirsk","","630005",""
2766395473,145838950,"2018-08-01 00:01:49","77.136.xxx.xxx",8387,859,42,"Perpignan","France","FR",42.6986,2.8956,"Old-Linux.com","France","FR","Occitanie","OCC","Rodez",44.350,2.577,115.381,12,12,"SFR","1","La Poste Mobile","FR","208","10","iPhone5S","11.2.6",1,"Rodez, France","Rodez","locality","France","FR","Midi-Pyrénées","Aveyron","","12000",""
2766395474,76435951,"2018-08-01 00:01:49","115.82.xxx.xxx",3374,12686,30,"Kaohsiung","Taiwan","TW",22.6333,120.2667,"Chunghwa Mobile","Taiwan","TW","Kaohsiung City","KHH","Kaohsiung City",22.612,120.303,2.76107,12,12,"Taiwan Mobile Co.","1","台湾大哥大","TW","466","97","iPhone 6S","11.4.1",1,"Kaohsiung, Gushan District, Kaohsiung City, Taiwan","Kaohsiung","locality","Taiwan","TW","Kaohsiung City","Fengshan District","文華里","806",""
2766395481,133966764,"2018-08-01 00:01:49","62.182.xxx.xxx",14366,3323,55,"Gagra","RU","RU",43.2967,40.2134,"Gagra Telecom","Russia","RU","Krasnodar Krai","KDA","Sochi",43.600,39.730,32.0729,6,6,"ZAO Aquafon-GSM","1","Carrier","","289","67","iPhone 7","11.4.1",2,"Sochi, Krasnodar Krai, Russia","Sochi","locality","Russia","RU","Krasnodar Krai","gorod-kurort Sochi","","354071",""
2766395483,146780369,"2018-08-01 00:01:50","174.222.xxx.xxx",1175,23624,80,"Saint George, UT","United States","US",37.0953,-113.5781,"Go Fiber","United States","US","Nevada","NV","Ely",39.247,-114.870,164.612,12,12,"VERIZON WIRELESS","1","Verizon","US","311","480","iPhone10,1","11.4.1",1,"Ely, NV 89301, USA","Ely","locality","United States","US","Nevada","White Pine County","","89301",""
2766395484,139560552,"2018-08-01 00:01:50","1.132.xxx.xxx",138558,42440,28,"Brisbane","Australia","AU",-27.4728,153.0278,"Telstra","Australia","AU","Queensland","QLD","Southport",-27.967,153.413,41.5737,12,12,"Telstra Internet","1","Telstra","AU","505","1","iPhone 6S","11.2.1",1,"Southport QLD, Australia","Southport","locality","Australia","AU","Queensland","Gold Coast City","","4215",""
2766395486,108792085,"2018-08-01 00:01:50","185.84.xxx.xxx",1053,503,45,"Erbil","Iraq","IQ",36.1911,44.0092,"Newroz Telecom","Iraq","IQ","Erbil","AR","Erbil",36.190,44.008,0.0780903,5,5,"Korek Telecom Company for Communications LLC","1","KOREK","IQ","418","40","iPhone 6S Plus","11.4.1",2,"Erbil, Iraq","Erbil","locality","Iraq","IQ","Erbil","Erbil","","",""
2766395490,112254311,"2018-08-01 00:01:50","81.30.xxx.xxx",8304,2703,44,"Minsk","Belarus","BY",53.9000,27.5667,"Business Network, Ltd. JV","Belarus","BY","Minsk Region","MI","Borisov",54.226,28.499,44.086,6,6,"BeST CJSC","1","Life","BY","257","4","iPhone 7 Plus","11.4.1",1,"Barysaw, Belarus","Barysaw","locality","Belarus","BY","Minsk Region","Barysaw District","","",""
2766395492,138898764,"2018-08-01 00:01:50","46.153.xxx.xxx",28794,25437,27,"Riyadh","Saudi Arabia","SA",24.6500,46.7100,"Saudi Telecom Company","Saudi Arabia","SA","Riyadh Province","01","Riyadh",24.819,46.808,13.2785,12,12,"Mobily","1","Mobily","SA","420","3","iPhone10,6","11.4.1",1,"Riyadh Saudi Arabia","Riyadh","locality","Saudi Arabia","SA","Riyadh Province","","","13252",""
2766395496,118873253,"2018-08-01 00:01:50","85.118.xxx.xxx",46287,22697,17,"Sofia","Bulgaria","BG",42.6544,23.3649,"A1 BG","Bulgaria","BG","Sofia-city","22","Sofia",42.663,23.315,2.61102,12,12,"A1 Bulgaria","1","Mtel BG","BG","284","1","iPhone 6S Plus","11.4.1",1,"Sofia, Bulgaria","Sofia","locality","Bulgaria","BG","Sofia-city","Sofia","","1407",""
2766395506,86770823,"2018-08-01 00:01:52","5.90.xxx.xxx",58446,47566,25,"Milan","Italy","IT",45.4640,9.1916,"Vodafone IT","Italy","IT","Lombardy","25","Cremona",45.116,10.033,47.4838,12,12,"Vodafone Italia","1","Vodafone IT","IT","222","10","iPhone 6S","11.4.1",2,"Cremona, Province of Cremona, Italy","Cremona","administrative_area_level_3","Italy","IT","Lombardy","Province of Cremona","Cremona","26100",""
2766395509,135304363,"2018-08-01 00:01:52","182.232.xxx.xxx",36881,8963,47,"Phitsanulok","TH","TH",16.8211,100.2659,"AIS","Thailand","TH","Lampang","52","Muban Lampang Mao Then Wio",18.901,99.606,150.282,12,12,"AIS Mobile","1","AIS","TH","520","3","iPhone 7","11.4.1",1,"Mae Suk, Chae Hom District, Lampang, Thailand","Mae Suk","locality","Thailand","TH","Lampang","Chae Hom District","","52140","2001:44c8:42d3:c6x:xxxx:xxxx:xxxx:xxxx"
2766395511,140101289,"2018-08-01 00:01:52","94.109.xxx.xxx",34893,10750,18,"Brussels","Belgium","BE",50.8500,4.3500,"SKSGroup","Belgium","BE","Brussels","BRU","Saint-Gilles",50.836,4.338,1.07353,12,12,"Orange Belgium SA","1","Orange B","BE","206","10","iPhone 7","11.3",1,"Saint-Gilles, Belgium","Saint-Gilles","locality","Belgium","BE","Brussels","","","1060",""
2766395517,138005121,"2018-08-01 00:01:52","213.225.xxx.xxx",3403,2245,19,"Vienna","Austria","AT",48.2088,16.3726,"ANEXIA Internetdienstleistungs GmbH","Austria","AT","Lower Austria","3","Wiener Neudorf",48.084,16.310,9.03916,12,12,"Telekom Austria","1","A1","AT","232","1","iPhone10,4","11.2.6",1,"Mödling, Austria","Mödling","locality","Austria","AT","Lower Austria","Mödling District","Gemeinde Mödling","2340",""
2766395522,76590410,"2018-08-01 00:01:52","5.90.xxx.xxx",44658,15737,35,"Fermo","IT","IT",43.1589,13.7201,"GetBy","Italy","IT","Marche","57","Folignano",42.820,13.635,23.7757,12,12,"Vodafone Italia","1","Vodafone IT","IT","222","10","iPhone 6S","11.4.1",1,"63084 Folignano AP, Italy","Folignano","locality","Italy","IT","Marche","Province of Ascoli Piceno","Folignano","63084",""
2766395524,145474457,"2018-08-01 00:01:53","46.211.xxx.xxx",15862,2524,39,"Kyiv","Ukraine","UA",50.4500,30.5233,"NashNet LLC","Ukraine","UA","Kyivs'ka oblast","32","Ukrainka",50.135,30.750,23.9544,12,12,"Kyivstar PJSC","1","KYIVSTAR","UA","255","3","iPhone 7","11.4.1",1,"Ukrainka, Kyivs'ka oblast, Ukraine","Ukrainka","locality","Ukraine","UA","Kyivs'ka oblast","Obukhivs'kyi district","","08720",""
2766395527,145450238,"2018-08-01 00:01:53","2.247.xxx.xxx",13638,1540,49,"Düsseldorf","Germany","DE",51.2256,6.7828,"CORSIN.DE","Germany","DE","North Rhine-Westphalia","NW","Marl",51.652,7.094,32.4409,1,0,"O2 Deutschland","1","o2-de","DE","262","7","iPhone10,5","12.0",1,"Marl, Germany","Marl","locality","Germany","DE","North Rhine-Westphalia","Münster","Recklinghausen","45768",""
2766395533,76460333,"2018-08-01 00:01:54","176.83.xxx.xxx",60409,16540,84,"Calonge","Spain","ES",41.8625,3.0763,"Altanetica SL","Spain","ES","Catalonia","CT","Llafranc",41.889,3.184,5.88138,12,12,"Telefonica de Espana","1","movistar","ES","214","7","iPhone 6","10.3.3",1,"17210 Calella de Palafrugell, Province of Girona, Spain","Calella de Palafrugell","locality","Spain","ES","Catalonia","Province of Girona","El Baix Empordà, Palafrugell","17210",""
2766395538,138510583,"2018-08-01 00:01:54","46.211.xxx.xxx",56270,40586,46,"Kherson","Ukraine","UA",46.6558,32.6178,"Omnilance Ltd.","Ukraine","UA","Mykolaivs'ka oblast","48","Mykolayiv",46.961,32.012,35.6307,12,12,"Kyivstar PJSC","1","KYIVSTAR","UA","255","3","iPhone10,6","11.4.1",1,"Mykolaiv, Mykolaivs'ka oblast, Ukraine","Mykolaiv","locality","Ukraine","UA","Mykolaivs'ka oblast","Mykolaivs'ka city council","","54000",""
2766395541,133573505,"2018-08-01 00:01:55","31.13.xxx.xxx",3570,402,103,"Orenberg","Russian Federation","RU",51.7833,55.1000,"DOM.RU","Russia","RU","Orenburg Oblast","ORE","Orsk",51.213,58.526,152.724,6,6,"VimpelCom","1","Beeline","RU","250","99","iPhone 6S","11.4.1",1,"Orsk, Orenburg Oblast, Russia","Orsk","locality","Russia","RU","Orenburg Oblast","gorod Orsk","","462403",""
2766395551,80617565,"2018-08-01 00:01:56","37.160.xxx.xxx",6231,3033,73,"Savona","Italy","IT",44.3000,8.4833,"Rocket Way","Italy","IT","Liguria","42","Genoa",44.406,8.877,20.8363,5,5,"Free Mobile SAS","1","Carrier","IT","222","50","iPhone5","10.3.3",1,"Genoa, Italy","Genoa","locality","Italy","IT","Liguria","Metropolitan City of Genoa","Genoa","16149",""
2766395562,101937265,"2018-08-01 00:01:57","105.66.xxx.xxx",76312,27434,83,"Casablanca","MA","MA",33.5333,-7.5833,"Maroc Telecom","Morocco","MA","Casablanca-Settat","06","Casablanca",33.592,-7.619,4.60663,12,12,"Inwi Mobile","1","inwi","MA","604","2","iPhone 6S","11.4.1",2,"Casablanca 20000, Morocco","Casablanca","locality","Morocco","MA","Grand Casablanca","","","20320",""
2766395567,76312786,"2018-08-01 00:01:58","5.90.xxx.xxx",27613,5880,52,"Nuoro","Italy","IT",40.3287,9.4562,"Sirius Technology SRL","Italy","IT","Sardinia","88","Nuoro",40.300,9.354,5.69632,12,12,"Vodafone Italia","1","Vodafone IT","IT","222","10","iPhone 6S","11.4.1",1,"Nuoro, Province of Nuoro, Italy","Nuoro","administrative_area_level_3","Italy","IT","Sardinia","Province of Nuoro","Nuoro","08100",""
2766395574,143064780,"2018-08-01 00:01:58","126.199.xxx.xxx",23297,15351,44,"Nomi","Japan","JP",36.4360,136.5420,"JAIST(ino-lab)","Japan","JP","Osaka Prefecture","27","Kishiwada",34.460,135.378,151.566,12,12,"Softbank BB","1","ソフトバンク","JP","440","20","iPhone10,6","11.4.1",1,"Kishiwada, Osaka Prefecture, Japan","Kishiwada","locality","Japan","JP","Osaka Prefecture","","","596-0054",""
2766395575,131780257,"2018-08-01 00:01:58","103.7.xxx.xxx",2533,1743,36,"Ho Chi Minh City","Vietnam","VN",10.7500,106.6667,"VTC DIGICOM","Vietnam","VN","Ho Chi Minh","SG","Ho Chi Minh City",10.793,106.744,6.06283,6,6,"Vietnamobile Telecommunications Joint Stock Compan","1","Carrier","VN","452","5","iPad mini 3","11.4",1,"Ho Chi Minh City, Ho Chi Minh 70000, Vietnam","Ho Chi Minh City","locality","Vietnam","VN","Ho Chi Minh","","","",""
2766395580,99287873,"2018-08-01 00:01:58","223.24.xxx.xxx",66087,18936,43,"Bangkok","Thailand","TH",13.7500,100.4833,"TOT Public Company LTD.(AS131293)","Thailand","TH","Bangkok","10","Bangkok",13.759,100.488,0.751235,12,12,"True Internet","1","TRUE-H","TH","520","0","iPhone 7","11.4",2,"Bangkok, Thailand","Bangkok","locality","Thailand","TH","","","","10700",""
2766395581,144618437,"2018-08-01 00:01:58","157.48.xxx.xxx",39631,8544,75,"Hyderabad","India","IN",17.3700,78.4800,"Excell Media","India","IN","Telangana","TG","Hyderabad",17.375,78.474,0.520569,12,12,"Jio","1","Jio","IN","405","854","iPhone 7 Plus","11.4.1",2,"Hyderabad, Telangana, India","Hyderabad","locality","India","IN","Telangana","","","",""
2766395582,126043375,"2018-08-01 00:01:59","115.164.xxx.xxx",16772,12643,30,"Cyberjaya","Malaysia","MY",2.9225,101.6550,"IX Telecom","Malaysia","MY","Malacca","04","Batu Berendam",2.233,102.261,63.4534,12,12,"DIGI","1","DiGi","MY","502","16","iPhone 6 Plus","11.4.1",1,"Batu Berendam, Malacca, Malaysia","Batu Berendam","locality","Malaysia","MY","Malacca","","","75350",""
2766395584,133659885,"2018-08-01 00:01:59","188.238.xxx.xxx",137567,24417,23,"Helsinki","Finland","FI",60.1708,24.9375,"Nebula Oy","Finland","FI","Uusimaa","18","Helsinki",60.274,24.997,7.46625,12,12,"Telia Finland Oyj","1","Telia FI","FI","244","91","iPhone10,4","11.4.1",2,"Helsinki, Finland","Helsinki","locality","Finland","FI","Uusimaa","Helsinki","Helsinki","00740",""
2766395593,70232952,"2018-08-01 00:02:00","182.232.xxx.xxx",13008,23368,26,"Chatuchak","Thailand","TH",13.8362,100.5634,"UIH","Thailand","TH","Nonthaburi","12","Nonthaburi",13.857,100.537,2.25523,12,12,"AIS Mobile","1","AIS","TH","520","3","iPhone 6","11.4.1",1,"Nonthaburi, Mueang Nonthaburi District, Nonthaburi, Thailand","Nonthaburi","locality","Thailand","TH","Nonthaburi","Mueang Nonthaburi District","","11000","2001:44c8:4248:ad9x:xxxx:xxxx:xxxx:xxxx"
2766395594,147325343,"2018-08-01 00:02:00","176.59.xxx.xxx",15859,5257,73,"Orenburg","Russian Federation","RU",51.7833,55.1000,"Rostelecom","Russia","RU","Orenburg Oblast","ORE","Orenburg",51.771,55.102,0.853264,12,12,"Tele2 Russia","1","TELE2","RU","250","20","iPhone SE","11.4.1",1,"Orenburg, Orenburg Oblast, Russia","Orenburg","locality","Russia","RU","Orenburg Oblast","gorod Orenburg","","460018",""
2766395595,146466040,"2018-08-01 00:02:00","223.24.xxx.xxx",10061,11481,23,"Bangkok","Thailand","TH",13.7500,100.4833,"3BB","Thailand","TH","Bangkok","10","Bangkok",13.784,100.521,3.47567,12,12,"True Internet","1","TRUE-H","TH","520","0","iPhone 7","11.4.1",1,"Bangkok, Thailand","Bangkok","locality","Thailand","TH","","","","10300",""
2766395608,107891059,"2018-08-01 00:02:00","5.90.xxx.xxx",23801,5554,72,"Rome","Italy","IT",41.9000,12.5000,"Vodafone Italy","Italy","IT","Basilicata","77","Galaino",40.377,15.781,200.752,12,12,"Vodafone Italia","1","Vodafone IT","IT","222","10","iPhone5S","11.4.1",1,"Marsico Nuovo, Province of Potenza, Italy","Marsico Nuovo","administrative_area_level_3","Italy","IT","Basilicata","Province of Potenza","Marsico Nuovo","85052",""
2766395615,147204334,"2018-08-01 00:02:01","113.185.xxx.xxx",37949,5016,30,"Can Tho","Vietnam","VN",10.0452,105.7469,"SPT4","Vietnam","VN","Đồng Tháp Province","45","Cai Tau Ha",10.321,105.876,21.0171,12,12,"Vietnam Posts And Telecommunications Group","1","VinaPhone","VN","452","2","iPhone 7","11.4.1",1,"An Thái Trung, Vietnam","An Thái Trung","administrative_area_level_3","Vietnam","VN","An Thái Trung","","","",""
2766395619,131746766,"2018-08-01 00:02:01","151.19.xxx.xxx",15444,5552,75,"Rome","Italy","IT",41.9000,12.5000,"Wind Tre","Italy","IT","Sicily","82","Caltanissetta",37.490,14.031,315.702,12,12,"Wind Telecomunicazioni","1","I WIND","IT","222","88","iPhone 7 Plus","11.4.1",1,"93100 Caltanissetta CL, Italy","Caltanissetta","locality","Italy","IT","Sicily","Province of Caltanissetta","Caltanissetta","93100",""
2766395620,109912027,"2018-08-01 00:02:01","178.197.xxx.xxx",60848,28062,20,"Zurich","Switzerland","CH",47.3690,8.5380,"Wingo","Switzerland","CH","Aargau","AG","Zofingen",47.298,7.957,27.6389,12,12,"Swisscom","1","Swisscom","CH","228","1","iPhone 6","11.4.1",1,"Zofingen, Switzerland","Zofingen","locality","Switzerland","CH","Aargau","Zofingen District","","4800",""
2766395621,139777321,"2018-08-01 00:02:01","112.96.xxx.xxx",17560,1666,35,"Guangzhou","CN","CN",23.1333,113.2667,"ChinaTelecom-GZ","China","CN","Guangdong","GD","Guangzhou",23.151,113.358,5.96513,6,6,"China Unicom Guangdong province","1","中国联通","CN","460","1","iPhone5S","8.4.1",1,"Guangzhou, Guangdong, China","Guangzhou","locality","China","CN","Guangdong","","","510630",""
2766395626,130059651,"2018-08-01 00:02:02","114.124.xxx.xxx",24313,93,23,"Jakarta","Indonesia","ID",-6.1745,106.8227,"PT. Telekomunikasi Indonesia","Indonesia","ID","Special Capital Region of Jakarta","JK","Jakarta",-6.131,106.838,3.2017,12,12,"Telkomsel","1","Carrier","ID","510","10","iPhone10,3","11.4.1",1,"North Jakarta, North Jakarta City, Special Capital Region of Jakarta, Indonesia","North Jakarta","locality","Indonesia","ID","Special Capital Region of Jakarta","North Jakarta City","","14420",""
2766395627,93828618,"2018-08-01 00:02:02","223.140.xxx.xxx",15883,429,28,"Taipei","Taiwan","TW",25.0333,121.5333,"Chief Telecom","Taiwan","TW","Taipei City","TPE","Taipei",25.067,121.483,3.94138,12,12,"Chunghwa Telecom","1","中華電信","TW","466","92","iPhone 6S Plus","11.4.1",1,"New Taipei, Banqiao District, New Taipei City, Taiwan","New Taipei","locality","Taiwan","TW","New Taipei City","Luzhou District","","241",""
2766395629,144311563,"2018-08-01 00:02:03","42.106.xxx.xxx",12268,9178,38,"Mumbai","India","IN",18.9647,72.8258,"Vodafone India","India","IN","Maharashtra","MH","Mumbai",18.914,72.828,3.45316,12,12,"Vodafone India","1","Vodafone India","IN","404","20","iPhone 7","11.4.1",1,"Mumbai, Maharashtra, India","Mumbai","locality","India","IN","Maharashtra","Mumbai","","400005",""
2766395642,128526885,"2018-08-01 00:02:03","80.187.xxx.xxx",29207,1197,51,"Deggendorf","Germany","DE",48.8353,12.9644,"DegNet GmbH","Germany","DE","Bavaria","BY","Hauzenberg",48.628,13.589,31.9025,12,12,"Deutsche Telekom AG","1","Telekom.de","DE","262","1","iPhone 7","11.4.1",1,"Hauzenberg, Germany","Hauzenberg","locality","Germany","DE","Bavaria","Lower Bavaria","Passau","94051",""
