test_id,android_device_id,android_fingerprint,test_date,client_ip_address,download_kbps,upload_kbps,latency,server_name,server_country,server_country_code,server_latitude,server_longitude,server_sponsor_name,client_country,client_country_code,client_region_name,client_region_code,client_city,client_latitude,client_longitude,miles_between,isp_name,is_isp,network_operator_name,mcc,mnc,pre_connection_type,post_connection_type,brand,device,hardware,build_id,manufacturer,model,product,cdma_cell_id,gsm_cell_id,location_type,gmaps_formatted_address,gmaps_name,gmaps_type,gmaps_country,gmaps_country_code,gmaps_region,gmaps_subregion,gmaps_subsubregion,gmaps_postal_code,client_ipv6_address
4123333211,181276407,"hardkernel/cm_odroidxu3/odroidxu3:6.0.1/MOB31K/9f1ced374d:userdebug/test-keys","2018-08-01 00:00:52","148.3.xxx.xxx",49694,51213,20,"Barcelona","Spain","ES",41.3857,2.1699,"apfutura","Spain","ES","Asturias","AS","Gijón",43.535,-5.661,426.198,"Vodafone Spain","1","                ","","",0,0,"hardkernel","odroidxu3","odroidxu3","MOB31K","hardkernel","ODROID-XU3","cm_odroidxu3","","",2,"Gijón, Asturias, Spain","Gijón","locality","Spain","ES","Asturias","Asturias","Gijón","33205",""
4123333212,181276407,"hardkernel/cm_odroidxu3/odroidxu3:6.0.1/MOB31K/9f1ced374d:userdebug/test-keys","2018-08-01 00:00:52","2.235.xxx.xxx",1158,703,28,"Milan","Italy","IT",45.4640,9.1916,"Fastweb SpA","Italy","IT","Lombardy","25","Giussano",45.700,9.208,16.3457,"Fastweb","1","                ","","",0,0,"hardkernel","odroidxu3","odroidxu3","MOB31K","hardkernel","ODROID-XU3","cm_odroidxu3","","",2,"Giussano MB, Italy","Giussano","locality","Italy","IT","Lombardy","Province of Monza and Brianza","Giussano","20833",""
4123333213,161387775,"Sony/F5122/F5122:8.0.0/34.4.A.2.97/511132303:user/release-keys","2018-08-01 00:00:52","223.24.xxx.xxx",2351,2111,84,"Trang Province","Thailand","TH",7.5581,99.6117,"Computer Center, Prince of Songkla University","Thailand","TH","Surat Thani","84","Wiang Sa",8.559,99.124,76.8738,"True Internet","1","TRUE-H","520","0",17,17,"Sony","F5122","qcom","34.4.A.2.107","Sony","F5122","F5122","","40306092",1,"Sai Khueng, Phrasaeng District, Surat Thani, Thailand","Sai Khueng","locality","Thailand","TH","Surat Thani","Phrasaeng District","","84210",""
4123333215,209664390,"OPPO/CPH1729/CPH1729:7.1.1/N6F26Q/1523272951:user/release-keys","2018-08-01 00:00:52","110.54.xxx.xxx",2127,3749,32,"Cebu City","Philippines","PH",10.2833,123.9000,"Globe Telecom","Philippines","PH","Central Visayas","07","Cebu City",10.312,123.919,2.39083,"Globe Mobile","1","GLOBE","515","2",15,15,"OPPO","CPH1729","mt6763","N6F26Q","OPPO","CPH1729","CPH1729","","163883591",1,"Cebu City, 6000 Cebu, Philippines","Cebu City","locality","Philippines","PH","Central Visayas","Cebu","","",""
4123333218,199828633,"samsung/jackpot2ltexx/jackpot2lte:8.0.0/R16NW/A730FXXU2BRG1:user/release-keys","2018-08-01 00:00:52","114.125.xxx.xxx",19871,20938,32,"Denpasar","Indonesia","ID",-8.6500,115.2167,"PT. Telekomunikasi Indonesia","Indonesia","ID","West Nusa Tenggara","NB","Luk",-8.267,116.421,86.5937,"Telkomsel","1","TELKOMSEL","510","10",15,15,"samsung","jackpot2lte","samsungexynos7885","R16NW","samsung","SM-A730F","jackpot2ltexx","","64291103",1,"Bayan, Bayan, North Lombok Regency, West Nusa Tenggara 83354, Indonesia","Bayan","administrative_area_level_4","Indonesia","ID","West Nusa Tenggara","North Lombok Regency","Bayan, Bayan","83354",""
4123333219,217655915,"samsung/greatltexx/greatlte:8.0.0/R16NW/N950FXXU3CRF4:user/release-keys","2018-08-01 00:00:52","223.24.xxx.xxx",143303,32818,21,"Pathum Wan","Thailand","TH",13.7402,100.5352,"AIS","Thailand","TH","Pathum Thani","13","Ban Khlong Sam",13.961,100.642,16.9577,"True Internet","1","TRUE 3G+ | TRUE-H","520","4",15,15,"samsung","greatlte","samsungexynos8895","R16NW","samsung","SM-N950F","greatltexx","","4651551",1,"Khu Khot, Lam Luk Ka District, Pathum Thani, Thailand","Khu Khot","locality","Thailand","TH","Pathum Thani","Lam Luk Ka District","","12130",""
4123333220,82995464,"samsung/kltezt/klte:4.4.2/KOT49H/G900IZTU1ANCB:user/release-keys","2018-08-01 00:00:52","140.213.xxx.xxx",21004,5076,32,"Jakarta","Indonesia","ID",-6.1745,106.8227,"PT Indosat, Tbk","Indonesia","ID","West Java","JB","Sangereng",-6.123,106.653,12.194,"XL Axiata","1","XL Axiata","510","11",17,17,"samsung","klte","qcom","KOT49H","samsung","SM-G900I","kltezt","","4944962",1,"Tangerang, Tangerang City, Banten, Indonesia","Tangerang","locality","Indonesia","ID","Banten","Tangerang City","","15126",""
4123333221,139519508,"hardkernel/cm_odroidxu3/odroidxu3:6.0.1/MMB29M/adf5854d6f:userdebug/test-keys","2018-08-01 00:00:52","85.94.xxx.xxx",221480,284773,2,"Andorra La Vella","Andorra","AD",42.5235,1.5000,"Andorra Telecom","Andorra","AD","Encamp","03","Encamp",42.533,1.583,4.29995,"Andorra Telecom Sau","1","                ","","",0,0,"hardkernel","odroidxu3","odroidxu3","MMB29M","hardkernel","ODROID-XU3","cm_odroidxu3","","",2,"AD200 Encamp, Andorra","Encamp","locality","Andorra","AD","Encamp","","","AD200",""
4123333223,177658208,"xiaomi/mido/mido:7.0/NRD90M/V9.6.2.0.NCFMIFD:user/release-keys","2018-08-01 00:00:52","188.146.xxx.xxx",4702,5363,32,"Warsaw","Poland","PL",52.2323,21.0084,"NETIA S.A.","Poland","PL","Lower Silesian Voivodeship","DS","Tyniec Maly",51.020,16.888,195.73,"T-mobile Polska","1","heyah","260","2",15,15,"xiaomi","mido","qcom","NRD90M","Xiaomi","Redmi Note 4","mido","","96369933",1,"55, Poland","Gmina Kobierzyce","administrative_area_level_3","Poland","PL","Lower Silesian Voivodeship","wrocławski","Gmina Kobierzyce","55",""
4123333227,181276407,"hardkernel/cm_odroidxu3/odroidxu3:6.0.1/MOB31K/9f1ced374d:userdebug/test-keys","2018-08-01 00:00:53","37.223.xxx.xxx",6973,7002,23,"Barcelona","Spain","ES",41.3857,2.1699,"Vodafone ES","Spain","ES","Catalonia","CT","Sant Feliu de Llobregat",41.383,2.050,6.22476,"Vodafone Spain","1","                ","","",0,0,"hardkernel","odroidxu3","odroidxu3","MOB31K","hardkernel","ODROID-XU3","cm_odroidxu3","","",2,"Sant Feliu de Llobregat, Barcelona, Spain","Sant Feliu de Llobregat","locality","Spain","ES","Catalonia","Barcelona","El Baix Llobregat, Sant Feliu de Llobregat","08980",""
4123333229,180448589,"HUAWEI/VNS-L31/HWVNS-H:7.0/HUAWEIVNS-L31/C432B413:user/release-keys","2018-08-01 00:00:53","5.168.xxx.xxx",23379,10917,23,"Arezzo","Italy","IT",43.4667,11.8833,"Aruba S.p.A.","Italy","IT","Abruzzo","65","Francavilla al Mare",42.408,14.313,143.156,"Telecom Italia Mobile","1","I TIM","222","1",15,15,"HUAWEI","HWVNS-H","hi6250","HUAWEIVNS-L31","HUAWEI","HUAWEI VNS-L31","VNS-L31","","77047808",1,"Italy","Italy","country","Italy","IT","","","","",""
4123333230,217651645,"samsung/j2y18ltedx/j2y18lte:7.1.1/NMF26X/J250FDXS2ARF4:user/release-keys","2018-08-01 00:00:53","27.67.xxx.xxx",5579,4879,19,"Hanoi","Vietnam","VN",21.0285,105.8542,"Viettel Network","Vietnam","VN","UNKNOWN","??","Dong Nhan",21.200,105.967,13.9559,"Viettel Group","1","VIETTEL","452","4",15,15,"samsung","j2y18lte","qcom","NMF26X","samsung","SM-J250F","j2y18ltedx","","253487875",1,"Trung Nghĩa, Vietnam","Trung Nghĩa","administrative_area_level_3","Vietnam","VN","Trung Nghĩa","","","",""
4123333233,202091002,"xiaomi/ugglite/ugglite:7.1.2/N2G47H/V9.5.9.0.NDFMIFA:user/release-keys","2018-08-01 00:00:53","46.133.xxx.xxx",34,37,221,"Stanica Luganskaya","Ukraine","UA",48.5667,39.3000,"Mytelecom LLC","Ukraine","UA","Luhans'ka oblast","09","Luhansk",48.627,39.494,9.82997,"PrJSC VF UKRAINE","1","vodafone UA","255","1",4,4,"xiaomi","ugglite","qcom","N2G47H","Xiaomi","Redmi Note 5A","ugglite","","45371",1,"Luhansk, Luhans'ka oblast, Ukraine","Luhansk","locality","Ukraine","UA","Luhans'ka oblast","Luhans'ka city council","","91000",""
4123333234,150994616,"motorola/athene_f/athene_f:7.0/NPJS25.93-14-18/3:user/release-keys","2018-08-01 00:00:53","106.219.xxx.xxx",3523,472,48,"Dehradun","India","IN",30.3165,78.0322,"Dehradun E-net Solutions Pvt Ltd","India","IN","Uttar Pradesh","UP","Bakshiwala",29.382,78.142,64.9362,"BHARTI Airtel","1","Airtel","404","97",17,17,"motorola","athene_f","qcom","NPJS25.93-14-18","motorola","Moto G (4)","athene_f","","39428412",1,"Meerapur Raza, Uttar Pradesh 246701, India","Meerapur Raza","locality","India","IN","Uttar Pradesh","Bijnor","","246701",""
4123333236,217655917,"xiaomi/tissot/tissot_sprout:8.1.0/OPM1.171019.026/V9.6.4.0.ODHMIFE:user/release-keys","2018-08-01 00:00:53","120.188.xxx.xxx",116,465,460,"Sentul","Indonesia","ID",-6.5211,106.8503,"Hutchison 3 Indonesia - CGK-PK","Indonesia","ID","West Java","JB","Depok",-6.403,106.841,8.1676,"PT Indosat Tbk.","1","Indosat Ooredoo","510","1",17,17,"xiaomi","tissot_sprout","qcom","OPM1.171019.026","Xiaomi","Mi A1","tissot","","8096634",1,"Depok, Depok City, West Java, Indonesia","Depok","locality","Indonesia","ID","West Java","Depok City","","16411",""
4123333238,161683006,"google/angler/angler:8.1.0/OPM6.171019.030.E1/4805388:user/release-keys","2018-08-01 00:00:53","49.230.xxx.xxx",4074,4217,15,"Pathum Wan","Thailand","TH",13.7402,100.5352,"AIS","Thailand","TH","Bangkok","10","Bangkok",13.716,100.590,4.07237,"AIS Mobile","1","AIS","520","3",15,15,"google","angler","angler","OPM6.171019.030.E1","Huawei","Nexus 6P","angler","","157133925",1,"Bangkok, Thailand","Bangkok","locality","Thailand","TH","","","","10110",""
4123333239,207297066,"HONOR/CAM-UL00/HWCAM-H:6.0/HONORCAM-UL00/C675B181:user/release-keys","2018-08-01 00:00:53","157.41.xxx.xxx",5627,1530,83,"Nellore","India","IN",14.4426,79.9865,"ACT Fibernet","India","IN","Odisha","OR","Puri",19.806,85.852,536.522,"Jio","1","Jio 4G","405","866",15,15,"HONOR","HWCAM-H","hi6210sft","HONORCAM-UL00","HUAWEI","CAM-UL00","CAM-UL00","","29220",1,"Puri, Odisha 752001, India","Puri","locality","India","IN","Odisha","Puri","","752003",""
4123333242,181276407,"hardkernel/cm_odroidxu3/odroidxu3:6.0.1/MOB31K/9f1ced374d:userdebug/test-keys","2018-08-01 00:00:53","95.91.xxx.xxx",199601,12448,7,"Berlin","Germany","DE",52.5167,13.3833,"Vodafone Kabel Deutschland","Germany","DE","Berlin","BE","Berlin",52.465,13.346,3.88351,"Vodafone Kabel Deutschland","1","                ","","",0,0,"hardkernel","odroidxu3","odroidxu3","MOB31K","hardkernel","ODROID-XU3","cm_odroidxu3","","",2,"Berlin, Germany","Berlin","locality","Germany","DE","Berlin","","","12157","2a02:8109:8100:342x:xxxx:xxxx:xxxx:xxxx"
4123333243,203540738,"Xiaomi/2014818/HM2014818:4.4.4/KTU84P/V7.1.3.0.KHJMICK:user/release-keys","2018-08-01 00:00:53","106.67.xxx.xxx",2419,856,143,"New Delhi","India","IN",28.6100,77.2300,"ACT Fibernet","India","IN","Delhi","DL","Rithala",28.722,77.062,12.8104,"Idea Cellular","1","IDEA","404","4",17,17,"Xiaomi","HM2014818","qcom","LMY47V","Xiaomi","2014818","2014818","","79647478",1,"Delhi, India","Delhi","locality","India","IN","Delhi","North West Delhi","","110086",""
4123333244,181276407,"hardkernel/cm_odroidxu3/odroidxu3:6.0.1/MOB31K/9f1ced374d:userdebug/test-keys","2018-08-01 00:00:53","92.229.xxx.xxx",48126,9377,17,"Berlin","Germany","DE",52.5167,13.3833,"SysEleven GmbH","Germany","DE","Berlin","BE","Berlin",52.521,13.409,1.15182,"O2 Deutschland","1","                ","","",0,0,"hardkernel","odroidxu3","odroidxu3","MOB31K","hardkernel","ODROID-XU3","cm_odroidxu3","","",2,"Berlin, Germany","Berlin","locality","Germany","DE","Berlin","","","10178",""
4123333246,63456578,"samsung/kltexx/klte:6.0.1/MMB29M/G900FXXU1CQDA:user/release-keys","2018-08-01 00:00:53","119.30.xxx.xxx",27394,23731,22,"Dhaka","Bangladesh","BD",23.7000,90.3667,"Next Online Ltd.","Bangladesh","BD","Chittagong Division","B","Chittagong",22.304,91.784,132.177,"GrameenPhone","0","GrameenPhone","470","1",15,15,"samsung","klte","qcom","MMB29M","samsung","SM-G900F","kltexx","","43541",1,"Chittagong, Bangladesh","Chittagong","locality","Bangladesh","BD","Chittagong Division","Chittagong","","",""
4123333248,184452580,"lge/lucye_global_com/lucye:7.0/NRD90U/1720716010502:user/release-keys","2018-08-01 00:00:53","185.69.xxx.xxx",9697,12406,16,"Vienna","Austria","AT",48.2082,16.3738,"Onstage Online GmbH","Austria","AT","Vienna","9","Vienna",48.238,16.421,3.01064,"MASS Response Service GmbH","1","spusu","232","5",15,15,"lge","lucye","lucye","NRD90U","LGE","LG-H870","lucye_global_com","","26412810",1,"Vienna, Austria","Vienna","locality","Austria","AT","Vienna","","","1220",""
4123333249,216716972,"LeEco/Le2_CM/le_s2_cm:6.0.1/IJXCNCM5801507019S/1:user/release-keys","2018-08-01 00:00:53","223.104.xxx.xxx",52142,6099,58,"Lanzhou","China","CN",36.0333,103.8000,"Lanzhou,China Mobile,Gansu","China","CN","Inner Mongolia","NM","Wuhai",39.676,106.796,300.419,"China Mobile Guangdong","1","CMCC","460","0",15,15,"LeEco","le_s2_cm","qcom","IJXCNCM5801507019S","LeMobile","Le X528","Le2_CM","","83722015",1,"Wuhai, Inner Mongolia, China","Wuhai","locality","China","CN","Inner Mongolia","","","",""
4123333253,169397444,"Xiaomi/santoni/santoni:7.1.2/N2G47H/V9.5.4.0.NAMMIFA:user/release-keys","2018-08-01 00:00:54","94.25.xxx.xxx",11526,5072,91,"Ekaterinburg","Russian Federation","RU",56.8333,60.5833,"OJSC MegaFon","Russia","RU","Chelyabinsk Oblast","CHE","Ust'-Katav",54.928,58.162,161.782,"Yota","1","Yota","250","11",15,15,"Xiaomi","santoni","qcom","N2G47H","Xiaomi","Redmi 4X","santoni","","189578499",1,"Ust-Katav, Chelyabinsk Oblast, Russia","Ust-Katav","locality","Russia","RU","Chelyabinsk Oblast","gorod Ust'-Katav","","456043",""
4123333254,180478970,"MetroPCS/sf340n_mpcs_us/sf340n:7.0/NRD90U/181561446f596:user/release-keys","2018-08-01 00:00:54","172.56.xxx.xxx",17535,14293,29,"El Monte, CA","United States","US",34.0686,-118.0276,"T-Mobile","United States","US","California","CA","Los Angeles",34.132,-118.188,10.2214,"T-MOBILE USA","1","MetroPCS","310","260",15,15,"MetroPCS","sf340n","sf340","NRD90U","LGE","LGMP450","sf340n_mpcs_us","","23962114",1,"Los Angeles, CA, USA","Los Angeles","locality","United States","US","California","Los Angeles County","","90042","2607:fb90:21c8:102x:xxxx:xxxx:xxxx:xxxx"
4123333257,181276407,"hardkernel/cm_odroidxu3/odroidxu3:6.0.1/MOB31K/9f1ced374d:userdebug/test-keys","2018-08-01 00:00:54","86.190.xxx.xxx",46935,9501,9,"Newbury","Great Britain","GB",51.4009,-1.3235,"Vodafone UK","United Kingdom","GB","Dorset","DOR","Wimborne Minster",50.783,-1.983,51.4448,"BT","1","                ","","",0,0,"hardkernel","odroidxu3","odroidxu3","MOB31K","hardkernel","ODROID-XU3","cm_odroidxu3","","",2,"Wimborne BH21, UK","Broadstone","locality","United Kingdom","GB","England","Poole","","BH21",""
4123333258,217651616,"motorola/robusta/robusta:8.1.0/OPM1.171019.019/4.0.183_180727:user/release-keys","2018-08-01 00:00:54","14.24.xxx.xxx",43842,11740,27,"Kwai Chung","Hong Kong","HK",22.3668,114.1302,"CSL","China","CN","Guangdong","GD","Shenzhen",22.533,114.133,11.5186,"China Telecom Guangdong","1","中国电信","460","11",15,15,"motorola","robusta","qcom","OPM1.171019.019","motorola","XT1943-1","robusta","24338","",2,"Hong Kong, Hong Kong","Hong Kong","locality","Hong Kong","HK","","","","518002",""
4123333264,215649369,"xiaomi/tissot/tissot_sprout:8.1.0/OPM1.171019.026/V9.6.4.0.ODHMIFE:user/release-keys","2018-08-01 00:00:54","117.229.xxx.xxx",6267,1874,37,"Indore","India","IN",22.7287,75.8654,"Skynet Internet Broadband Private Limited","India","IN","Madhya Pradesh","MP","Bhopal",23.266,77.400,104.558,"BSNL","1","Vodafone IN","404","27",17,17,"xiaomi","tissot_sprout","qcom","OPM1.171019.026","Xiaomi","Mi A1","tissot","","32990110",2,"Bhopal, Madhya Pradesh 462001, India","Bhopal","locality","India","IN","Madhya Pradesh","Bhopal","","462001",""
4123333266,216616204,"Xiaomi/oxygen/oxygen:7.1.1/NMF26F/V9.2.1.0.NDDMIEK:user/release-keys","2018-08-01 00:00:54","106.197.xxx.xxx",50643,2487,55,"Vijayawada","India","IN",16.5190,80.6215,"City Online Services Limited","India","IN","Telangana","TG","Sathupalli",17.208,80.941,52.1694,"BHARTI Airtel","1","Airtel","404","49",15,15,"Xiaomi","oxygen","qcom","NMF26F","Xiaomi","MI MAX 2","oxygen","","240491778",1,"Medisettivaripalem, Telangana, India","Medisettivaripalem","locality","India","IN","Telangana","Khammam","","534460",""
4123333269,216779381,"samsung/j6ltedx/j6lte:8.0.0/R16NW/J600GDXU1ARE1:user/release-keys","2018-08-01 00:00:54","113.185.xxx.xxx",506,9613,18,"Hanoi","Vietnam","VN",21.0285,105.8542,"VNPT-NET","Vietnam","VN","Hanoi","HN","Phu Do",20.980,105.788,5.36592,"Vietnam Posts And Telecommunications Group","1","VIETTEL","452","4",15,15,"samsung","j6lte","samsungexynos7870","R16NW","samsung","SM-J600G","j6ltedx","","28295692",1,"P. Mộ Lao, Vietnam","P. Mộ Lao","administrative_area_level_3","Vietnam","VN","P. Mộ Lao","","","",""
4123333270,83482014,"acer/c10_ww_gen1/C10:4.1.1/JRO03C/1365575613:user/release-keys","2018-08-01 00:00:54","176.59.xxx.xxx",2567,2966,78,"Samara","Russian Federation","RU",53.2415,50.2212,"TK-Telecom, OOO","Russia","RU","Samara Oblast","SAM","Samara",53.242,50.236,0.649908,"T2 Mobile LLC","1","TELE2","250","20",11,11,"acer","C10","mt6577","JRO03C","Acer","V360","C10_WW_GEN1","","1613",1,"Samara, Samara Oblast, Russia","Samara","locality","Russia","RU","Samara Oblast","gorod Samara","","443091",""
4123333273,212447997,"HUAWEI/CLT-AL00/HWCLT:8.1.0/HUAWEICLT-AL00/95(C00):user/release-keys","2018-08-01 00:00:54","101.90.xxx.xxx",24862,1514,16,"Shanghai","China","CN",31.2000,121.5000,"China Telecom","China","CN","Shanghai","SH","Shanghai",31.045,121.399,12.2203,"China Telecom SHANGHAI","1","中国电信","460","11",15,15,"HUAWEI","HWCLT","kirin970","HUAWEICLT-AL00","HUAWEI","CLT-AL00","CLT-AL00","","10692909",2,"Shanghai, Shanghai, China","Shanghai","locality","China","CN","Shanghai","","","",""
4123333274,217421311,"xiaomi/mido/mido:7.0/NRD90M/V9.6.1.0.NCFMIFD:user/release-keys","2018-08-01 00:00:54","27.59.xxx.xxx",16901,341,29,"Hyderabad","India","IN",17.3850,78.4867,"NETTLINX LIMITED","India","IN","Telangana","TG","Hyderabad",17.365,78.520,2.61067,"BHARTI Airtel","1","Airtel","404","49",15,15,"xiaomi","mido","qcom","NRD90M","Xiaomi","Redmi Note 4","mido","","231322647",1,"Hyderabad, Telangana, India","Hyderabad","locality","India","IN","Telangana","","","500036",""
4123333276,139519508,"hardkernel/cm_odroidxu3/odroidxu3:6.0.1/MMB29M/adf5854d6f:userdebug/test-keys","2018-08-01 00:00:54","81.0.xxx.xxx",44002,47155,2,"Madrid","Spain","ES",40.4000,-3.6833,"MasMovil","Spain","ES","Community of Madrid","MD","Madrid",40.416,-3.702,1.52829,"Xtra Telecom SA","1","                ","","",0,0,"hardkernel","odroidxu3","odroidxu3","MMB29M","hardkernel","ODROID-XU3","cm_odroidxu3","","",2,"Madrid, Madrid, Spain","Madrid","locality","Spain","ES","Community of Madrid","Madrid","Área Metropolitalitana y Corredor del Henares, Madrid","28012",""
4123333282,158456417,"motorola/surnia_tefla/surnia_umts:6.0/MPI24.65-39-4/3:user/release-keys","2018-08-01 00:00:55","188.166.xxx.xxx",2240,624,237,"Amsterdam","Netherlands","NL",52.3667,4.9000,"Vancis","Netherlands","NL","North Holland","NH","Amsterdam",52.355,4.913,0.956432,"DigitalOcean","0","BITEL","716","15",17,17,"motorola","surnia_umts","qcom","MPI24.65-39-4","motorola","MotoE2(4G-LTE)","surnia_tefla","","132150313",2,"1091 Amsterdam, Netherlands","Amsterdam","locality","Netherlands","NL","North Holland","Government of Amsterdam","","1091",""
4123333285,202377072,"samsung/greatltexx/greatlte:8.0.0/R16NW/N950FXXS4CRG1:user/release-keys","2018-08-01 00:00:55","27.67.xxx.xxx",62570,3543,17,"Hanoi","Vietnam","VN",21.0285,105.8542,"VTC DIGICOM","Vietnam","VN","Hoa Binh","14","Xom Giang",20.891,105.569,20.6955,"Viettel Group","1","VIETTEL","452","4",15,15,"samsung","greatlte","samsungexynos8895","R16NW","samsung","SM-N950F","greatltexx","","84557569",1,"TT. Xuân Mai, Vietnam","TT. Xuân Mai","administrative_area_level_3","Vietnam","VN","TT. Xuân Mai","","","",""
4123333290,180675221,"OnePlus/OnePlus5/OnePlus5:8.1.0/OPM1.171019.011/04201219:user/release-keys","2018-08-01 00:00:55","62.19.xxx.xxx",51531,21451,20,"Quarrata","Italy","IT",43.8479,10.9780,"Sirius Technology","Italy","IT","Tuscany","52","Prato",43.889,11.047,4.46651,"Telecom Italia Mobile","1","I TIM","222","1",15,15,"OnePlus","OnePlus5","qcom","OPM1.171019.011","OnePlus","ONEPLUS A5000","OnePlus5","","51560196",1,"Prato, Province of Prato, Italy","Prato","administrative_area_level_3","Italy","IT","Tuscany","Province of Prato","Prato","59100",""
4123333291,217614604,"htc/htc_europe/htc_eyeul:6.0.1/MMB29M/716274.1:user/release-keys","2018-08-01 00:00:55","37.162.xxx.xxx",35434,12094,82,"Quarrata","Italy","IT",43.8479,10.9780,"Sirius Technology","Italy","IT","Tuscany","52","Quarrata",43.854,10.982,0.522045,"Free Mobile SAS","1","Iliad","222","50",15,15,"htc","htc_eyeul","qcom","MMB29M","HTC","HTC Desire EYE","htc_europe","","91650060",1,"51039 Quarrata PT, Italy","Quarrata","locality","Italy","IT","Tuscany","Province of Pistoia","Quarrata","51039",""
4123333293,217655919,"samsung/hero2ltexx/hero2lte:8.0.0/R16NW/G935FXXU2ERE8:user/release-keys","2018-08-01 00:00:55","5.90.xxx.xxx",38738,14569,27,"Milan","Italy","IT",45.4640,9.1916,"Vodafone IT","Italy","IT","Lombardy","25","Milan",45.464,9.189,0.103935,"Vodafone Italia","1","vodafone IT","222","10",15,15,"samsung","hero2lte","samsungexynos8890","R16NW","samsung","SM-G935F","hero2ltexx","","12448524",2,"Milan, Italy","Milan","locality","Italy","IT","Lombardy","Metropolitan City of Milan","Milan","20122",""
4123333294,162066074,"HONOR/BLN-L21/HWBLN-H:7.0/HONORBLN-L21/C432B375:user/release-keys","2018-08-01 00:00:55","5.90.xxx.xxx",59095,34659,19,"Milan","Italy","IT",45.4640,9.1916,"Vodafone IT","Italy","IT","Emilia-Romagna","45","Bologna",44.490,11.398,127.264,"Vodafone Italia","1","ho.","222","10",15,15,"HONOR","HWBLN-H","hi6250","HONORBLN-L21","HUAWEI","BLN-L21","BLN-L21","","12549920",1,"Bologna, Italy","Bologna","locality","Italy","IT","Emilia-Romagna","Metropolitan City of Bologna","Bologna","40138",""
4123333295,195486237,"HONOR/LLD-AL10/HWLLD-H:8.0.0/HONORLLD-AL10/181(C675):user/release-keys","2018-08-01 00:00:55","47.30.xxx.xxx",501,629,29,"Noida","India","IN",28.5700,77.3200,"Den Networks Ltd","India","IN","Uttar Pradesh","UP","Noida",28.602,77.373,3.9218,"Jio","1","Jio 4G","405","872",15,15,"HONOR","HWLLD-H","hi6250","HONORLLD-AL10","HUAWEI","LLD-AL10","LLD-AL10","","90896",1,"Noida, Uttar Pradesh 201301, India","Noida","locality","India","IN","Uttar Pradesh","Gautam Buddh Nagar","","201301",""
4123333297,215806038,"HUAWEI/WAS-LX1/HWWAS-H:7.0/HUAWEIWAS-LX1/C432B182:user/release-keys","2018-08-01 00:00:55","85.118.xxx.xxx",10438,589,39,"Sofia","Bulgaria","BG",42.6544,23.3649,"Bol BG East","Bulgaria","BG","Sofia-city","22","Sofia",42.683,23.316,3.1632,"A1 Bulgaria","1","A1 BG","284","1",17,17,"HUAWEI","HWWAS-H","hi6250","HUAWEIWAS-LX1","HUAWEI","WAS-LX1","WAS-LX1","","",2,"Sofia, Bulgaria","Sofia","locality","Bulgaria","BG","Sofia-city","Sofia","","1463",""
4123333299,167884928,"SENTER/M10/HS8929QC:5.1.1/LMY47V/L1391.6.01.00:user/release-keys","2018-08-01 00:00:55","171.223.xxx.xxx",89113,23513,3,"Chengdu","China","CN",30.6586,104.0647,"ChinaTelecom","China","CN","Sichuan","SC","Chengdu",30.698,103.819,14.872,"China Telecom Sichuan","1","中国电信","460","11",0,0,"SENTER","HS8929QC","qcom","LMY47V","SENTER","ST327 V2.0","ST327 V2.0","878","",1,"Chengdu, Sichuan, China","Chengdu","locality","China","CN","Sichuan","","","611130",""
4123333301,200317385,"xiaomi/mido/mido:7.0/NRD90M/V9.6.2.0.NCFMIFD:user/release-keys","2018-08-01 00:00:56","223.181.xxx.xxx",746,2562,34,"Coimbatore","IN","IN",11.0183,76.9725,"Bharti Airtel Ltd","India","IN","Tamil Nadu","TN","Coimbatore",10.992,76.961,1.93722,"Airtel","1","                ","","",15,15,"xiaomi","mido","qcom","NRD90M","Xiaomi","Redmi Note 4","mido","","233556225",2,"Coimbatore, Tamil Nadu 641001, India","Coimbatore","locality","India","IN","Tamil Nadu","Coimbatore","","641001",""
4123333303,217651643,"samsung/j4primeltedx/j4primelte:8.1.0/M1AJQ/J415FXXU0ARG8:user/release-keys","2018-08-01 00:00:56","27.67.xxx.xxx",16637,4858,18,"Hanoi","Vietnam","VN",21.0285,105.8542,"Viettel Network","Vietnam","VN","UNKNOWN","??","Dong Nhan",21.200,105.967,13.9551,"Viettel Group","1","VIETTEL","452","4",15,15,"samsung","j4primelte","qcom","M1AJQ","samsung","SM-J415F","j4primeltedx","","253496577",1,"Trung Nghĩa, Vietnam","Trung Nghĩa","administrative_area_level_3","Vietnam","VN","Trung Nghĩa","","","",""
4123333304,216831790,"archos/MTKAC55HE/ac55he:6.0/MRA58K/20161222.021456:user/release-keys","2018-08-01 00:00:56","5.90.xxx.xxx",3053,4452,43,"Rome","Italy","IT",41.9000,12.5000,"MC-link S.p.A.","Italy","IT","Lazio","62","Rome",41.891,12.511,0.807841,"Vodafone Italia","1","ho.","222","10",15,15,"archos","ac55he","mt6735","MRA58K","Archos","Archos 55 Helium","MTKAC55HE","","20151564",2,"Rome, Italy","Rome","locality","Italy","IT","Lazio","Metropolitan City of Rome","Rome","00185",""
